Melt No,Melt g/den,Temp,Press,Speed
4,7.663 ,262.0 ,"1,272 ",495
5,7.740 ,262.0 ,"1,278 ",495
6,8.073 ,261.8 ,"1,280 ",495
7,7.988 ,261.9 ,"1,284 ",495
8,7.657 ,262.0 ,"1,289 ",495
9,7.648 ,262.0 ,"1,289 ",495
10,7.583 ,262.0 ,"1,317 ",495
11,7.763 ,261.8 ,"1,333 ",495
12,7.622 ,261.9 ,"1,336 ",495
13,7.683 ,261.9 ,"1,340 ",495
14,7.759 ,262.0 ,"1,345 ",495
15,7.957 ,262.0 ,"1,352 ",495
16,7.612 ,262.0 ,"1,360 ",495
17,7.948 ,261.9 ,"1,393 ",495
18,7.949 ,261.9 ,"1,410 ",500
1,7.589 ,265.5 ,"1,060 ",470
2,7.597 ,265.6 ,"1,079 ",470
3,8.465 ,265.5 ,"1,085 ",470
4,7.948 ,265.5 ,"1,085 ",470
5,8.100 ,265.5 ,"1,094 ",470
6,8.584 ,265.6 ,"1,092 ",470
7,7.695 ,265.6 ,"1,107 ",475
8,8.385 ,265.6 ,"1,111 ",475
9,8.389 ,265.6 ,"1,116 ",475
10,8.560 ,265.6 ,"1,120 ",475
11,8.470 ,265.6 ,"1,120 ",475
12,7.865 ,265.5 ,"1,115 ",475
13,8.593 ,265.5 ,"1,114 ",475
14,7.721 ,265.5 ,"1,118 ",475
15,8.417 ,265.6 ,"1,115 ",475
16,7.580 ,265.6 ,"1,108 ",475
17,7.548 ,256.6 ,"1,110 ",475
18,7.750 ,256.6 ,"1,105 ",475
1,8.006 ,260.7 ,600 ,420
2,7.984 ,260.6 ,677 ,440
3,8.195 ,260.7 ,712 ,445
4,8.319 ,261.0 ,709 ,445
5,7.998 ,261.5 ,727 ,445
6,7.771 ,261.5 ,730 ,445
7,8.158 ,261.5 ,730 ,445
8,7.800 ,261.3 ,739 ,445
9,7.836 ,260.8 ,737 ,445
10,8.075 ,262.0 ,735 ,445
11,7.610 ,260.7 ,733 ,445
12,7.875 ,260.8 ,740 ,445
13,7.691 ,260.8 ,750 ,445
14,7.552 ,260.9 ,760 ,445
15,8.180 ,260.8 ,790 ,445
16,7.917 ,260.8 ,798 ,445
17,7.947 ,260.9 ,792 ,445
18,8.337 ,261.0 ,794 ,445
19,8.048 ,260.8 ,808 ,445
20,7.933 ,260.9 ,808 ,445
21,7.936 ,260.7 ,803 ,445
22,7.591 ,260.2 ,792 ,445
23,7.940 ,260.2 ,787 ,445
1,8.302 ,260.8 ,792 ,445
2,7.697 ,260.8 ,809 ,445
3,7.766 ,260.7 ,800 ,445
4,8.470 ,260.7 ,799 ,445
5,8.267 ,260.8 ,799 ,445
6,7.717 ,260.8 ,799 ,445
7,7.704 ,260.8 ,799 ,445
8,7.647 ,260.7 ,825 ,445
9,7.650 ,260.8 ,824 ,445
10,7.884 ,260.8 ,845 ,445
11,8.157 ,260.8 ,854 ,445
12,7.962 ,260.9 ,860 ,445
13,8.132 ,260.7 ,880 ,445
14,8.233 ,260.8 ,894 ,445
15,7.926 ,260.9 ,844 ,445
16,7.714 ,260.7 ,850 ,445
17,8.070 ,260.7 ,850 ,445
18,7.634 ,260.7 ,850 ,445
19,7.898 ,260.8 ,855 ,455
20,7.558 ,260.5 ,933 ,445
21,7.555 ,260.7 ,943 ,445
22,7.669 ,260.8 ,948 ,445
1,8.595 ,260.8 ,976 ,440
2,7.738 ,261.0 ,991 ,440
3,7.750 ,261.0 ,"1,000 ",440
4,7.703 ,260.8 ,"1,022 ",440
5,8.164 ,260.8 ,"1,040 ",440
6,7.997 ,260.6 ,"1,061 ",440
7,7.943 ,260.7 ,"1,062 ",440
8,7.719 ,260.9 ,"1,100 ",440
9,7.852 ,260.8 ,"1,133 ",440
10,7.826 ,261.0 ,"1,171 ",440
11,7.902 ,260.9 ,"1,200 ",440
12,7.835 ,260.9 ,"1,220 ",440
13,8.032 ,260.9 ,"1,254 ",440
14,7.914 ,260.9 ,"1,280 ",440
15,7.885 ,261.1 ,"1,310 ",440
16,8.121 ,260.9 ,"1,340 ",440
17,7.773 ,261.0 ,"1,398 ",440
18,7.974 ,261.0 ,"1,398 ",440
1,7.941 ,261.1 ,641 ,435
2,7.518 ,262.2 ,653 ,435
3,7.944 ,262.1 ,667 ,435
4,7.870 ,262.0 ,684 ,435
5,7.786 ,262.0 ,689 ,435
6,7.830 ,262.0 ,689 ,435
7,8.129 ,262.0 ,717 ,435
8,7.891 ,262.0 ,724 ,435
9,7.862 ,262.0 ,739 ,435
10,7.845 ,262.0 ,750 ,435
11,8.005 ,262.0 ,766 ,435
12,7.948 ,262.0 ,772 ,435
13,7.876 ,262.0 ,775 ,435
14,8.223 ,262.0 ,790 ,435
15,7.825 ,262.0 ,800 ,435
16,7.921 ,262.1 ,811 ,435
17,7.869 ,262.3 ,829 ,435
18,7.536 ,262.3 ,856 ,435
19,7.916 ,262.0 ,884 ,435
20,7.632 ,262.3 ,883 ,435
21,7.620 ,262.0 ,870 ,435
22,7.968 ,261.9 ,919 ,435
1,8.016 ,262.2 ,864 ,435
2,7.723 ,262.2 ,840 ,420
3,8.021 ,262.2 ,858 ,420
4,7.921 ,262.3 ,864 ,420
5,7.667 ,262.0 ,879 ,420
6,8.095 ,262.0 ,918 ,420
7,8.060 ,262.0 ,932 ,420
8,7.719 ,262.1 ,"1,050 ",420
9,7.536 ,262.2 ,"1,118 ",420
10,7.502 ,262.0 ,"1,140 ",420
11,7.946 ,262.1 ,550 ,410
12,7.835 ,262.2 ,545 ,405
13,8.005 ,262.2 ,530 ,405
14,8.043 ,262.2 ,535 ,405
15,8.552 ,262.0 ,538 ,405
16,8.655 ,262.3 ,537 ,405
17,7.597 ,262.3 ,545 ,410
18,7.822 ,262.5 ,550 ,410
19,7.603 ,262.3 ,550 ,410
20,8.099 ,262.0 ,564 ,410
21,7.735 ,262.0 ,540 ,410
22,7.967 ,262.1 ,541 ,410
23,7.984 ,262.1 ,547 ,470
24,7.987 ,262.1 ,545 ,470
1,7.931 ,262.2 ,541 ,410
2,7.623 ,262.2 ,570 ,410
3,7.798 ,262.2 ,571 ,400
4,7.501 ,262.2 ,580 ,400
5,8.037 ,262.0 ,585 ,415
6,7.720 ,261.9 ,580 ,415
7,7.807 ,261.8 ,594 ,415
8,8.080 ,259.8 ,622 ,415
9,7.876 ,259.7 ,630 ,420
10,8.146 ,261.7 ,616 ,410
11,7.979 ,261.9 ,612 ,410
12,7.984 ,262.0 ,617 ,410
13,7.658 ,261.8 ,619 ,410
14,7.763 ,262.0 ,619 ,410
15,8.452 ,262.0 ,614 ,410
16,7.738 ,262.0 ,611 ,410
17,7.754 ,261.8 ,613 ,410
18,7.877 ,261.8 ,616 ,410
19,7.803 ,261.9 ,612 ,410
20,7.892 ,261.9 ,618 ,410
21,7.767 ,261.9 ,612 ,410
22,7.878 ,262.3 ,613 ,410
23,7.832 ,262.0 ,620 ,410
24,7.722 ,260.7 ,645 ,415
1,7.687 ,261.2 ,666 ,415
2,8.143 ,261.0 ,685 ,415
3,8.109 ,260.7 ,687 ,415
4,7.761 ,260.8 ,660 ,410
5,8.201 ,260.8 ,666 ,415
6,7.809 ,260.9 ,661 ,410
7,8.193 ,260.9 ,650 ,410
8,8.030 ,261.0 ,648 ,410
9,7.882 ,261.2 ,652 ,410
10,7.873 ,261.3 ,652 ,410
11,8.293 ,261.2 ,664 ,410
12,8.483 ,260.9 ,672 ,410
13,8.555 ,261.0 ,675 ,410
14,7.972 ,260.8 ,658 ,410
15,8.036 ,261.0 ,654 ,410
16,7.810 ,261.0 ,647 ,410
17,8.659 ,260.9 ,665 ,410
18,8.323 ,261.0 ,650 ,410
19,7.776 ,261.1 ,658 ,410
20,7.979 ,261.0 ,680 ,410
21,7.797 ,260.9 ,690 ,410
22,8.097 ,261.0 ,690 ,410
23,8.118 ,261.0 ,695 ,415
1,8.229 ,260.7 ,564 ,405
2,7.891 ,260.3 ,595 ,405
3,7.637 ,260.4 ,605 ,405
4,7.997 ,260.2 ,612 ,405
5,7.811 ,260.3 ,613 ,405
6,7.560 ,260.3 ,615 ,405
7,7.843 ,260.3 ,620 ,405
8,8.044 ,260.3 ,618 ,405
9,7.542 ,260.0 ,578 ,420
10,7.736 ,260.0 ,580 ,420
11,7.611 ,260.0 ,589 ,420
12,7.995 ,260.0 ,586 ,420
13,8.064 ,260.3 ,582 ,420
14,7.592 ,260.3 ,578 ,420
15,7.707 ,260.3 ,575 ,420
16,7.669 ,260.3 ,585 ,420
17,7.695 ,260.2 ,590 ,420
18,7.944 ,260.6 ,600 ,420
19,7.943 ,260.0 ,618 ,420
20,8.090 ,260.0 ,633 ,420
21,7.969 ,260.3 ,598 ,420
22,7.779 ,260.3 ,617 ,420
23,7.953 ,260.3 ,623 ,420
24,7.856 ,60.2 ,611 ,420
1,8.122 ,260.0 ,615 ,420
2,8.025 ,260.0 ,615 ,415
3,7.847 ,260.3 ,617 ,415
4,7.804 ,260.3 ,617 ,415
5,7.899 ,260.2 ,640 ,415
6,8.166 ,260.3 ,763 ,440
7,8.518 ,260.2 ,759 ,440
8,8.208 ,260.2 ,754 ,440
9,7.783 ,260.3 ,756 ,440
10,7.519 ,260.2 ,754 ,440
11,7.772 ,260.1 ,760 ,440
12,8.307 ,260.2 ,757 ,440
13,8.079 ,260.0 ,762 ,440
14,7.772 ,260.3 ,768 ,440
15,7.772 ,260.2 ,774 ,440
16,7.984 ,260.4 ,767 ,440
17,7.778 ,260.6 ,756 ,440
18,8.118 ,260.0 ,752 ,440
19,8.106 ,260.6 ,755 ,440
20,7.755 ,260.3 ,775 ,440
21,7.852 ,260.3 ,789 ,445
22,7.616 ,260.5 ,786 ,445
1,8.366 ,260.5 ,788 ,445
2,8.354 ,260.3 ,794 ,445
3,8.188 ,260.3 ,794 ,445
4,7.874 ,260.4 ,805 ,445
5,7.978 ,260.2 ,811 ,445
6,8.042 ,260.4 ,820 ,445
7,7.858 ,260.4 ,820 ,445
8,7.822 ,260.4 ,830 ,445
9,8.208 ,260.4 ,846 ,445
10,8.154 ,260.1 ,842 ,445
11,8.418 ,260.3 ,845 ,445
12,7.723 ,260.4 ,852 ,445
13,7.868 ,260.4 ,857 ,445
14,7.716 ,260.4 ,844 ,445
15,8.278 ,260.4 ,851 ,445
16,7.501 ,260.4 ,859 ,445
17,7.931 ,260.0 ,855 ,445
18,7.728 ,260.3 ,860 ,445
19,7.850 ,260.4 ,863 ,445
20,7.801 ,260.4 ,871 ,445
21,7.988 ,260.4 ,887 ,445
22,7.502 ,260.4 ,884 ,445
1,7.785 ,260.5 ,920 ,445
2,7.598 ,260.4 ,950 ,445
3,8.160 ,260.4 ,974 ,445
4,7.701 ,260.4 ,993 ,445
5,8.182 ,260.3 ,"1,015 ",445
6,7.761 ,260.4 ,"1,032 ",445
7,7.785 ,260.4 ,"1,041 ",445
8,7.730 ,260.4 ,"1,118 ",445
9,7.733 ,260.4 ,"1,180 ",445
10,7.644 ,260.4 ,"1,239 ",445
11,8.021 ,260.4 ,"1,344 ",445
12,7.941 ,260.4 ,"1,402 ",445
13,7.733 ,260.3 ,"1,424 ",445
14,7.622 ,260.5 ,"1,466 ",445
15,7.872 ,260.4 ,"1,460 ",445
16,7.609 ,260.7 ,"1,445 ",445
1,7.803 ,261.4 ,668 ,435
2,7.906 ,261.3 ,670 ,435
3,7.970 ,261.2 ,682 ,435
4,7.972 ,261.1 ,691 ,430
5,7.822 ,261.0 ,700 ,430
6,7.634 ,261.0 ,700 ,435
7,7.525 ,261.6 ,713 ,435
8,7.789 ,261.5 ,725 ,435
9,7.782 ,261.2 ,721 ,435
10,8.016 ,261.8 ,718 ,435
11,7.780 ,261.1 ,718 ,435
12,7.591 ,261.2 ,726 ,435
13,7.625 ,261.2 ,730 ,430
14,8.364 ,261.2 ,732 ,430
15,7.991 ,261.3 ,723 ,430
16,8.009 ,261.2 ,725 ,430
17,7.960 ,261.0 ,733 ,430
18,8.108 ,261.2 ,751 ,430
19,7.823 ,261.2 ,767 ,430
20,7.911 ,261.0 ,770 ,430
21,7.931 ,261.2 ,771 ,430
22,7.857 ,261.3 ,771 ,430
23,7.932 ,261.2 ,763 ,430
24,8.304 ,261.2 ,763 ,430
1,8.048 ,261.4 ,770 ,430
2,7.997 ,261.2 ,772 ,430
3,7.957 ,261.1 ,777 ,430
4,7.778 ,261.2 ,773 ,430
5,8.052 ,261.1 ,780 ,430
6,7.711 ,261.2 ,784 ,430
7,8.254 ,261.2 ,794 ,430
8,7.877 ,261.2 ,784 ,430
9,8.094 ,261.2 ,781 ,430
10,8.479 ,261.2 ,778 ,430
11,7.893 ,261.1 ,761 ,430
12,8.035 ,261.0 ,767 ,430
13,7.597 ,261.1 ,764 ,430
14,7.590 ,261.0 ,760 ,430
15,7.828 ,261.1 ,765 ,430
16,8.066 ,261.1 ,773 ,430
17,8.085 ,261.1 ,792 ,430
18,7.905 ,261.1 ,786 ,430
19,7.630 ,261.1 ,788 ,430
20,7.976 ,261.1 ,789 ,430
21,7.676 ,261.2 ,795 ,430
22,7.661 ,261.1 ,797 ,430
23,7.967 ,261.2 ,809 ,425
1,7.862 ,261.4 ,810 ,425
2,8.017 ,261.0 ,815 ,425
3,7.779 ,261.0 ,815 ,425
4,8.057 ,261.3 ,817 ,425
5,8.276 ,261.0 ,840 ,425
6,8.411 ,261.0 ,862 ,425
7,8.453 ,261.1 ,867 ,425
8,7.915 ,261.0 ,878 ,425
9,8.549 ,261.0 ,878 ,425
10,7.740 ,261.0 ,890 ,425
11,7.646 ,261.0 ,866 ,425
12,8.042 ,261.1 ,887 ,420
13,7.792 ,261.1 ,902 ,420
14,7.832 ,261.7 ,917 ,420
15,7.670 ,261.1 ,964 ,420
16,7.589 ,261.0 ,988 ,420
17,7.516 ,261.0 ,"1,000 ",420
18,7.858 ,261.0 ,684 ,425
19,8.023 ,261.0 ,688 ,425
20,7.885 ,261.2 ,702 ,425
21,8.048 ,261.2 ,700 ,425
22,7.884 ,261.7 ,640 ,415
23,8.041 ,261.5 ,640 ,415
24,8.131 ,261.5 ,640 ,415
25,8.103 ,261.5 ,640 ,415
1,7.639 ,260.8 ,715 ,430
2,7.743 ,261.0 ,716 ,430
3,7.582 ,260.8 ,732 ,430
4,7.626 ,261.0 ,740 ,430
5,7.522 ,261.0 ,744 ,430
6,7.701 ,261.0 ,749 ,430
7,7.861 ,261.0 ,740 ,430
8,7.767 ,260.9 ,765 ,430
9,8.327 ,261.0 ,762 ,430
10,7.945 ,261.0 ,765 ,430
11,7.855 ,261.0 ,762 ,425
12,8.494 ,261.1 ,800 ,420
13,7.965 ,261.0 ,860 ,425
14,8.241 ,261.0 ,875 ,435
15,7.819 ,261.0 ,887 ,435
16,7.766 ,261.3 ,916 ,435
17,7.663 ,261.2 ,930 ,435
18,7.775 ,261.4 ,953 ,435
19,7.786 ,261.4 ,962 ,435
20,7.655 ,261.2 ,964 ,435
21,7.996 ,261.2 ,990 ,435
22,7.823 ,261.2 ,990 ,435
23,7.975 ,261.1 ,"1,009 ",435
24,7.564 ,261.0 ,"1,030 ",435
1,7.804 ,261.4 ,550 ,405
2,8.068 ,261.4 ,551 ,405
3,8.042 ,261.4 ,574 ,405
4,7.745 ,261.5 ,580 ,405
5,7.812 ,261.4 ,600 ,405
6,7.644 ,261.2 ,610 ,415
7,7.974 ,261.2 ,623 ,415
8,7.845 ,261.2 ,640 ,420
9,7.709 ,261.5 ,650 ,420
10,7.892 ,261.5 ,650 ,420
11,7.542 ,261.5 ,680 ,425
12,7.972 ,261.2 ,630 ,420
13,7.902 ,261.0 ,639 ,420
14,7.555 ,260.8 ,637 ,420
15,7.899 ,260.7 ,637 ,415
16,8.339 ,261.0 ,645 ,415
17,7.984 ,260.9 ,660 ,415
18,7.991 ,260.9 ,665 ,415
19,8.142 ,260.9 ,665 ,415
20,7.994 ,259.0 ,625 ,410
21,7.976 ,259.4 ,726 ,425
22,7.835 ,259.4 ,740 ,425
23,8.069 ,259.2 ,743 ,425
24,8.320 ,259.2 ,743 ,425
25,8.358 ,259.2 ,756 ,430
1,8.486 ,259.2 ,756 ,430
2,7.719 ,259.3 ,745 ,430
3,8.513 ,259.5 ,732 ,430
4,7.769 ,259.3 ,744 ,430
5,8.031 ,259.1 ,747 ,430
6,8.148 ,259.1 ,750 ,430
7,7.677 ,259.2 ,757 ,430
8,7.808 ,259.0 ,759 ,430
9,8.055 ,259.0 ,756 ,430
10,7.887 ,259.0 ,756 ,430
11,8.101 ,259.0 ,757 ,430
12,8.682 ,259.1 ,764 ,430
13,7.835 ,259.0 ,770 ,430
14,8.206 ,259.0 ,771 ,430
15,7.752 ,259.0 ,767 ,430
16,7.918 ,259.2 ,785 ,430
17,8.493 ,259.2 ,790 ,430
18,8.032 ,259.3 ,787 ,430
19,7.898 ,259.3 ,783 ,430
20,7.793 ,259.3 ,790 ,430
21,7.785 ,259.3 ,796 ,430
22,8.516 ,259.3 ,797 ,430
1,7.737 ,259.4 ,790 ,430
2,7.891 ,259.2 ,796 ,430
3,8.108 ,259.2 ,780 ,430
4,8.026 ,259.2 ,788 ,430
5,8.405 ,259.2 ,816 ,430
6,8.117 ,259.3 ,813 ,430
7,8.035 ,259.0 ,813 ,430
8,7.966 ,259.2 ,833 ,430
9,8.175 ,259.0 ,840 ,430
10,8.193 ,259.0 ,842 ,430
11,7.821 ,259.0 ,851 ,430
12,7.884 ,259.3 ,832 ,430
13,8.327 ,259.2 ,823 ,430
14,7.774 ,259.2 ,832 ,430
15,7.707 ,259.1 ,820 ,430
16,7.597 ,259.2 ,821 ,430
17,8.009 ,259.3 ,816 ,430
18,8.170 ,259.3 ,820 ,430
19,8.045 ,259.4 ,822 ,430
20,8.062 ,259.5 ,820 ,430
21,8.016 ,259.3 ,820 ,430
22,7.828 ,259.3 ,810 ,430
1,7.783 ,259.2 ,824 ,430
2,8.477 ,259.2 ,833 ,430
3,8.162 ,259.2 ,840 ,430
4,8.329 ,259.4 ,828 ,430
5,7.628 ,259.0 ,838 ,430
6,8.067 ,259.2 ,852 ,430
7,7.788 ,259.2 ,818 ,420
8,7.845 ,259.2 ,837 ,420
9,8.236 ,259.3 ,848 ,420
10,7.958 ,259.2 ,888 ,420
11,7.864 ,259.1 ,894 ,420
12,8.303 ,259.1 ,908 ,420
13,7.910 ,259.2 ,910 ,420
14,8.251 ,259.3 ,907 ,420
15,7.848 ,259.3 ,940 ,420
16,7.613 ,259.3 ,940 ,420
17,7.850 ,259.3 ,941 ,420
18,7.671 ,259.3 ,"1,006 ",420
19,8.042 ,259.2 ,"1,021 ",410
20,8.150 ,259.0 ,"1,168 ",410
21,7.807 ,259.2 ,"1,210 ",410
22,8.281 ,259.2 ,"1,210 ",410
23,7.958 ,259.1 ,"1,258 ",415
1,7.912 ,258.9 ,702 ,420
2,7.717 ,258.9 ,730 ,430
3,7.869 ,259.7 ,693 ,430
4,8.059 ,259.8 ,693 ,430
5,8.503 ,259.8 ,698 ,430
6,8.301 ,259.8 ,710 ,430
7,8.286 ,259.8 ,720 ,430
8,8.370 ,259.8 ,721 ,435
9,7.747 ,259.8 ,728 ,435
10,7.890 ,259.8 ,733 ,435
11,8.040 ,259.8 ,734 ,435
12,7.872 ,260.0 ,735 ,435
13,8.250 ,260.0 ,815 ,435
14,8.202 ,257.0 ,857 ,440
15,7.769 ,256.8 ,885 ,450
16,7.563 ,256.8 ,902 ,450
17,8.667 ,256.7 ,918 ,450
18,8.208 ,257.0 ,920 ,460
19,7.788 ,256.9 ,901 ,460
20,7.798 ,257.0 ,905 ,460
21,8.339 ,257.0 ,917 ,460
22,7.606 ,257.0 ,928 ,460
23,8.181 ,256.7 ,939 ,460
1,7.753 ,257.5 ,936 ,460
2,7.989 ,256.9 ,936 ,460
3,8.452 ,256.8 ,956 ,460
4,8.087 ,256.8 ,969 ,460
5,7.818 ,256.9 ,956 ,460
6,7.974 ,256.8 ,961 ,460
7,7.945 ,256.9 ,"1,010 ",460
8,7.769 ,256.9 ,"1,030 ",460
9,7.537 ,257.0 ,"1,102 ",460
10,7.577 ,257.0 ,"1,159 ",460
11,7.637 ,256.9 ,"1,238 ",460
12,7.544 ,256.9 ,850 ,455
13,7.832 ,256.8 ,853 ,455
14,7.938 ,256.9 ,882 ,455
15,7.797 ,256.9 ,885 ,455
16,8.093 ,256.9 ,903 ,455
17,7.667 ,256.8 ,920 ,455
18,7.632 ,256.9 ,933 ,455
19,7.795 ,256.9 ,949 ,455
20,7.707 ,256.9 ,960 ,455
21,7.703 ,256.9 ,972 ,450
22,7.608 ,256.9 ,990 ,450
1,7.885 ,256.9 ,999 ,450
2,8.003 ,256.9 ,"1,012 ",450
3,7.825 ,256.9 ,"1,028 ",450
4,8.076 ,256.9 ,"1,040 ",450
5,7.710 ,257.0 ,"1,070 ",450
6,8.010 ,257.0 ,840 ,465
7,7.535 ,256.8 ,870 ,465
8,7.713 ,256.9 ,878 ,465
9,7.783 ,256.8 ,913 ,465
10,8.050 ,256.9 ,935 ,460
11,7.612 ,256.9 ,941 ,460
12,7.804 ,256.9 ,974 ,460
13,7.554 ,256.9 ,984 ,460
14,7.903 ,256.9 ,988 ,460
15,7.582 ,257.0 ,994 ,460
16,7.897 ,256.9 ,"1,019 ",460
17,7.976 ,259.1 ,981 ,445
18,8.047 ,259.0 ,991 ,445
19,7.696 ,259.1 ,995 ,445
20,7.741 ,260.0 ,995 ,450
21,7.578 ,260.0 ,990 ,450
22,7.594 ,260.0 ,730 ,450
23,7.656 ,260.0 ,757 ,445
24,7.518 ,260.1 ,781 ,445
25,7.601 ,260.0 ,790 ,445
1,7.519 ,260.1 ,799 ,445
2,7.844 ,260.0 ,817 ,445
3,7.832 ,260.0 ,820 ,445
4,7.757 ,260.0 ,820 ,445
5,7.700 ,260.0 ,831 ,445
6,7.690 ,260.0 ,842 ,445
7,8.161 ,260.0 ,843 ,445
8,7.768 ,260.0 ,845 ,445
9,7.707 ,260.0 ,845 ,445
10,7.644 ,260.0 ,840 ,445
11,8.896 ,260.0 ,"1,000 ",445
12,7.726 ,260.0 ,"1,000 ",480
13,7.684 ,262.0 ,960 ,475
14,7.575 ,262.0 ,963 ,475
15,7.503 ,261.9 ,950 ,475
16,7.714 ,261.9 ,945 ,475
17,7.815 ,262.0 ,947 ,475
18,7.597 ,262.0 ,933 ,475
19,7.745 ,262.0 ,934 ,475
20,7.609 ,262.0 ,933 ,475
21,7.839 ,262.0 ,937 ,475
22,7.731 ,262.1 ,924 ,475
23,7.803 ,262.0 ,910 ,465
24,8.019 ,262.0 ,906 ,465
25,7.869 ,262.0 ,906 ,465
26,7.530 ,262.0 ,902 ,465
27,7.696 ,262.0 ,900 ,465
1,7.922 ,262.3 ,"1,060 ",460
2,7.755 ,262.2 ,"1,118 ",455
3,8.363 ,262.6 ,"1,143 ",455
4,8.006 ,262.5 ,"1,122 ",445
5,8.012 ,262.4 ,"1,154 ",445
6,7.768 ,262.4 ,"1,155 ",445
7,7.772 ,262.5 ,"1,170 ",445
8,8.301 ,262.4 ,"1,162 ",445
1,7.849 ,261.1 ,"1,120 ",465
2,7.775 ,261.2 ,"1,147 ",465
3,7.556 ,261.6 ,"1,190 ",465
4,7.709 ,261.3 ,"1,205 ",465
5,7.757 ,261.2 ,"1,230 ",465
6,7.665 ,261.4 ,"1,240 ",465
7,7.557 ,261.5 ,"1,242 ",465
8,7.540 ,261.4 ,"1,255 ",465
9,8.075 ,261.4 ,"1,262 ",465
10,7.684 ,261.3 ,"1,275 ",465
11,8.078 ,261.3 ,"1,275 ",465
12,8.045 ,261.3 ,"1,298 ",465
13,8.502 ,261.3 ,"1,320 ",465
14,7.589 ,261.3 ,"1,318 ",465
15,7.606 ,261.4 ,"1,327 ",465
16,7.858 ,261.4 ,"1,339 ",465
17,7.900 ,261.4 ,"1,343 ",465
18,8.150 ,261.5 ,"1,340 ",465
19,7.871 ,261.4 ,"1,350 ",465
20,7.571 ,261.4 ,"1,355 ",465
21,7.696 ,261.5 ,"1,355 ",465
22,7.833 ,261.5 ,"1,360 ",465
1,8.066 ,261.4 ,"1,372 ",465
2,7.596 ,261.3 ,"1,390 ",465
3,7.683 ,261.4 ,"1,381 ",465
4,8.027 ,261.4 ,"1,378 ",465
5,8.002 ,261.4 ,"1,500 ",475
6,7.764 ,261.4 ,"1,555 ",475
7,7.792 ,261.5 ,"1,586 ",475
8,7.923 ,261.4 ,"1,655 ",475
9,7.916 ,261.3 ,"1,695 ",475
10,8.004 ,261.5 ,"1,799 ",480
11,7.786 ,261.5 ,"1,800 ",480
12,8.017 ,261.3 ,"1,155 ",475
13,7.933 ,261.4 ,"1,155 ",475
14,7.626 ,261.3 ,"1,160 ",475
15,7.992 ,261.2 ,"1,156 ",475
16,7.776 ,261.3 ,"1,166 ",475
17,7.977 ,261.2 ,"1,175 ",475
18,7.592 ,261.3 ,"1,173 ",475
19,7.853 ,261.4 ,"1,184 ",475
20,7.588 ,261.3 ,"1,190 ",470
21,7.599 ,261.4 ,"1,196 ",470
22,7.690 ,261.4 ,"1,202 ",470
23,7.728 ,261.2 ,"1,210 ",470
24,7.799 ,261.3 ,"1,208 ",470
1,7.752 ,261.4 ,"1,210 ",470
2,8.118 ,261.4 ,"1,226 ",470
3,7.948 ,261.4 ,"1,228 ",470
4,7.688 ,261.4 ,"1,232 ",470
5,7.830 ,261.4 ,"1,234 ",470
6,7.762 ,261.2 ,"1,254 ",470
7,7.965 ,261.3 ,"1,262 ",470
8,8.580 ,261.3 ,"1,300 ",475
9,8.020 ,261.4 ,"1,310 ",475
10,7.967 ,261.3 ,"1,316 ",475
11,7.907 ,261.5 ,"1,317 ",475
12,7.767 ,261.5 ,"1,326 ",475
13,7.796 ,261.6 ,"1,346 ",475
14,7.710 ,261.6 ,"1,345 ",475
15,7.927 ,261.5 ,"1,357 ",475
16,7.654 ,261.5 ,"1,370 ",475
17,8.013 ,261.5 ,"1,375 ",475
18,8.130 ,261.5 ,"1,380 ",475
19,7.965 ,261.3 ,"1,388 ",475
20,8.250 ,261.5 ,"1,400 ",475
21,8.232 ,261.4 ,"1,411 ",475
22,7.953 ,261.4 ,"1,404 ",475
1,7.914 ,262.5 ,"1,133 ",460
2,7.699 ,262.5 ,"1,187 ",460
3,7.722 ,262.6 ,"1,232 ",460
4,7.628 ,262.6 ,"1,267 ",460
5,7.644 ,262.6 ,"1,268 ",460
6,8.012 ,262.5 ,"1,321 ",460
7,8.336 ,262.7 ,"1,350 ",470
8,7.714 ,262.7 ,"1,358 ",470
9,7.712 ,262.6 ,"1,340 ",470
10,7.752 ,262.5 ,"1,351 ",470
11,7.588 ,262.5 ,"1,350 ",470
12,8.087 ,262.6 ,"1,375 ",470
13,7.865 ,262.5 ,"1,380 ",470
14,7.779 ,262.5 ,"1,394 ",470
15,7.539 ,262.6 ,"1,410 ",475
16,7.622 ,262.6 ,"1,415 ",475
17,7.903 ,263.5 ,"1,093 ",470
18,7.870 ,263.5 ,"1,090 ",470
19,8.132 ,263.5 ,"1,109 ",470
20,7.823 ,263.5 ,"1,111 ",470
21,7.960 ,263.5 ,"1,120 ",470
22,7.766 ,263.4 ,"1,008 ",450
23,8.160 ,263.4 ,997 ,445
1,8.503 ,263.6 ,990 ,445
2,8.291 ,263.6 ,998 ,445
3,7.862 ,263.6 ,"1,000 ",445
4,7.838 ,263.7 ,"1,007 ",445
5,7.946 ,263.7 ,"1,012 ",445
6,8.028 ,263.7 ,"1,010 ",445
7,8.155 ,263.7 ,"1,000 ",445
8,8.078 ,263.7 ,"1,000 ",445
9,7.717 ,263.7 ,"1,006 ",445
10,8.114 ,263.7 ,"1,005 ",445
11,7.659 ,263.7 ,"1,037 ",445
12,8.262 ,263.8 ,"1,060 ",450
