Melt gden,Temp,Press,Speed
7.555 ,260.7 ,943 ,445 
7.669 ,260.8 ,948 ,445 
8.595 ,260.8 ,976 ,440 
7.738 ,261.0 ,991 ,440 
7.750 ,261.0 ,1000 ,440 
7.703 ,260.8 ,1022 ,440 
8.164 ,260.8 ,1040 ,440 
7.997 ,260.6 ,1061 ,440 
7.943 ,260.7 ,1062 ,440 
7.719 ,260.9 ,1100 ,440 
7.852 ,260.8 ,1133 ,440 
7.826 ,261.0 ,1171 ,440 
7.902 ,260.9 ,1200 ,440 
7.835 ,260.9 ,1220 ,440 
8.032 ,260.9 ,1254 ,440 
7.914 ,260.9 ,1280 ,440 
7.885 ,261.1 ,1310 ,440 
8.121 ,260.9 ,1340 ,440 
7.773 ,261.0 ,1398 ,440 
7.974 ,261.0 ,1398 ,440 
7.941 ,261.1 ,641 ,435 
7.518 ,262.2 ,653 ,435 
7.944 ,262.1 ,667 ,435 
7.870 ,262.0 ,684 ,435 
7.786 ,262.0 ,689 ,435 
7.830 ,262.0 ,689 ,435 
8.129 ,262.0 ,717 ,435 
7.891 ,262.0 ,724 ,435 
7.862 ,262.0 ,739 ,435 
7.845 ,262.0 ,750 ,435 
8.005 ,262.0 ,766 ,435 
7.948 ,262.0 ,772 ,435 
7.876 ,262.0 ,775 ,435 
8.223 ,262.0 ,790 ,435 
7.825 ,262.0 ,800 ,435 
7.921 ,262.1 ,811 ,435 
7.869 ,262.3 ,829 ,435 
7.536 ,262.3 ,856 ,435 
7.916 ,262.0 ,884 ,435 
7.632 ,262.3 ,883 ,435 
7.620 ,262.0 ,870 ,435 
7.968 ,261.9 ,919 ,435 
8.016 ,262.2 ,864 ,435 
7.723 ,262.2 ,840 ,420 
8.021 ,262.2 ,858 ,420 
7.921 ,262.3 ,864 ,420 
7.667 ,262.0 ,879 ,420 
8.095 ,262.0 ,918 ,420 
8.060 ,262.0 ,932 ,420 
7.719 ,262.1 ,1050 ,420 
7.536 ,262.2 ,1118 ,420 
7.502 ,262.0 ,1140 ,420 
7.946 ,262.1 ,550 ,410 
7.835 ,262.2 ,545 ,405 
8.005 ,262.2 ,530 ,405 
8.043 ,262.2 ,535 ,405 
8.552 ,262.0 ,538 ,405 
8.655 ,262.3 ,537 ,405 
7.597 ,262.3 ,545 ,410 
7.822 ,262.5 ,550 ,410 
7.603 ,262.3 ,550 ,410 
8.099 ,262.0 ,564 ,410 
7.735 ,262.0 ,540 ,410 
7.967 ,262.1 ,541 ,410 
7.984 ,262.1 ,547 ,470 
7.987 ,262.1 ,545 ,470 
7.931 ,262.2 ,541 ,410 
7.623 ,262.2 ,570 ,410 
7.798 ,262.2 ,571 ,400 
7.501 ,262.2 ,580 ,400 
8.037 ,262.0 ,585 ,415 
7.720 ,261.9 ,580 ,415 
7.807 ,261.8 ,594 ,415 
8.080 ,259.8 ,622 ,415 
7.876 ,259.7 ,630 ,420 
8.146 ,261.7 ,616 ,410 
7.979 ,261.9 ,612 ,410 
7.984 ,262.0 ,617 ,410 
7.658 ,261.8 ,619 ,410 
7.763 ,262.0 ,619 ,410 
8.452 ,262.0 ,614 ,410 
7.738 ,262.0 ,611 ,410 
7.754 ,261.8 ,613 ,410 
7.877 ,261.8 ,616 ,410 
7.803 ,261.9 ,612 ,410 
7.892 ,261.9 ,618 ,410 
7.767 ,261.9 ,612 ,410 
7.878 ,262.3 ,613 ,410 
7.832 ,262.0 ,620 ,410 
7.722 ,260.7 ,645 ,415 
7.687 ,261.2 ,666 ,415 
8.143 ,261.0 ,685 ,415 
8.109 ,260.7 ,687 ,415 
7.761 ,260.8 ,660 ,410 
8.201 ,260.8 ,666 ,415 
7.809 ,260.9 ,661 ,410 
8.193 ,260.9 ,650 ,410 
8.030 ,261.0 ,648 ,410 
7.882 ,261.2 ,652 ,410 
7.873 ,261.3 ,652 ,410 
8.293 ,261.2 ,664 ,410 
8.483 ,260.9 ,672 ,410 
8.555 ,261.0 ,675 ,410 
7.972 ,260.8 ,658 ,410 
8.036 ,261.0 ,654 ,410 
7.810 ,261.0 ,647 ,410 
8.659 ,260.9 ,665 ,410 
8.323 ,261.0 ,650 ,410 
7.776 ,261.1 ,658 ,410 
7.979 ,261.0 ,680 ,410 
7.797 ,260.9 ,690 ,410 
8.097 ,261.0 ,690 ,410 
8.118 ,261.0 ,695 ,415 
8.229 ,260.7 ,564 ,405 
7.891 ,260.3 ,595 ,405 
7.637 ,260.4 ,605 ,405 
7.997 ,260.2 ,612 ,405 
7.811 ,260.3 ,613 ,405 
7.560 ,260.3 ,615 ,405 
7.843 ,260.3 ,620 ,405 
8.044 ,260.3 ,618 ,405 
7.542 ,260.0 ,578 ,420 
7.736 ,260.0 ,580 ,420 
7.611 ,260.0 ,589 ,420 
7.995 ,260.0 ,586 ,420 
8.064 ,260.3 ,582 ,420 
7.592 ,260.3 ,578 ,420 
7.707 ,260.3 ,575 ,420 
7.669 ,260.3 ,585 ,420 
7.695 ,260.2 ,590 ,420 
7.944 ,260.6 ,600 ,420 
7.943 ,260.0 ,618 ,420 
8.090 ,260.0 ,633 ,420 
7.969 ,260.3 ,598 ,420 
7.779 ,260.3 ,617 ,420 
7.953 ,260.3 ,623 ,420 
8.122 ,260.0 ,615 ,420 
8.025 ,260.0 ,615 ,415 
7.847 ,260.3 ,617 ,415 
7.804 ,260.3 ,617 ,415 
7.899 ,260.2 ,640 ,415 
8.166 ,260.3 ,763 ,440 
8.518 ,260.2 ,759 ,440 
8.208 ,260.2 ,754 ,440 
7.783 ,260.3 ,756 ,440 
7.519 ,260.2 ,754 ,440 
7.772 ,260.1 ,760 ,440 
8.307 ,260.2 ,757 ,440 
8.079 ,260.0 ,762 ,440 
7.772 ,260.3 ,768 ,440 
7.772 ,260.2 ,774 ,440 
7.984 ,260.4 ,767 ,440 
7.778 ,260.6 ,756 ,440 
8.118 ,260.0 ,752 ,440 
8.106 ,260.6 ,755 ,440 
7.755 ,260.3 ,775 ,440 
7.852 ,260.3 ,789 ,445 
7.616 ,260.5 ,786 ,445 
8.366 ,260.5 ,788 ,445 
8.354 ,260.3 ,794 ,445 
8.188 ,260.3 ,794 ,445 
7.874 ,260.4 ,805 ,445 
7.978 ,260.2 ,811 ,445 
8.042 ,260.4 ,820 ,445 
7.858 ,260.4 ,820 ,445 
7.822 ,260.4 ,830 ,445 
8.208 ,260.4 ,846 ,445 
8.154 ,260.1 ,842 ,445 
8.418 ,260.3 ,845 ,445 
7.723 ,260.4 ,852 ,445 
7.868 ,260.4 ,857 ,445 
7.716 ,260.4 ,844 ,445 
8.278 ,260.4 ,851 ,445 
7.501 ,260.4 ,859 ,445 
7.931 ,260.0 ,855 ,445 
7.728 ,260.3 ,860 ,445 
7.850 ,260.4 ,863 ,445 
7.801 ,260.4 ,871 ,445 
7.988 ,260.4 ,887 ,445 
7.502 ,260.4 ,884 ,445 
7.785 ,260.5 ,920 ,445 
7.598 ,260.4 ,950 ,445 
8.160 ,260.4 ,974 ,445 
7.701 ,260.4 ,993 ,445 
8.182 ,260.3 ,1015 ,445 
7.761 ,260.4 ,1032 ,445 
7.785 ,260.4 ,1041 ,445 
7.730 ,260.4 ,1118 ,445 
7.733 ,260.4 ,1180 ,445 
7.644 ,260.4 ,1239 ,445 
8.021 ,260.4 ,1344 ,445 
7.941 ,260.4 ,1402 ,445 
7.733 ,260.3 ,1424 ,445 
7.622 ,260.5 ,1466 ,445 
7.872 ,260.4 ,1460 ,445 
7.609 ,260.7 ,1445 ,445 
7.803 ,261.4 ,668 ,435 
7.906 ,261.3 ,670 ,435 
7.970 ,261.2 ,682 ,435 
7.972 ,261.1 ,691 ,430 
7.822 ,261.0 ,700 ,430 
7.634 ,261.0 ,700 ,435 
7.525 ,261.6 ,713 ,435 
7.789 ,261.5 ,725 ,435 
7.782 ,261.2 ,721 ,435 
8.016 ,261.8 ,718 ,435 
7.780 ,261.1 ,718 ,435 
7.591 ,261.2 ,726 ,435 
7.625 ,261.2 ,730 ,430 
8.364 ,261.2 ,732 ,430 
7.991 ,261.3 ,723 ,430 
8.009 ,261.2 ,725 ,430 
7.960 ,261.0 ,733 ,430 
8.108 ,261.2 ,751 ,430 
7.823 ,261.2 ,767 ,430 
7.911 ,261.0 ,770 ,430 
7.931 ,261.2 ,771 ,430 
7.857 ,261.3 ,771 ,430 
7.932 ,261.2 ,763 ,430 
8.304 ,261.2 ,763 ,430 
8.048 ,261.4 ,770 ,430 
7.997 ,261.2 ,772 ,430 
7.957 ,261.1 ,777 ,430 
7.778 ,261.2 ,773 ,430 
8.052 ,261.1 ,780 ,430 
7.711 ,261.2 ,784 ,430 
8.254 ,261.2 ,794 ,430 
7.877 ,261.2 ,784 ,430 
8.094 ,261.2 ,781 ,430 
8.479 ,261.2 ,778 ,430 
7.893 ,261.1 ,761 ,430 
8.035 ,261.0 ,767 ,430 
7.597 ,261.1 ,764 ,430 
7.590 ,261.0 ,760 ,430 
7.828 ,261.1 ,765 ,430 
8.066 ,261.1 ,773 ,430 
8.085 ,261.1 ,792 ,430 
7.905 ,261.1 ,786 ,430 
7.630 ,261.1 ,788 ,430 
7.976 ,261.1 ,789 ,430 
7.676 ,261.2 ,795 ,430 
7.661 ,261.1 ,797 ,430 
7.967 ,261.2 ,809 ,425 
7.862 ,261.4 ,810 ,425 
8.017 ,261.0 ,815 ,425 
7.779 ,261.0 ,815 ,425 
8.057 ,261.3 ,817 ,425 
8.276 ,261.0 ,840 ,425 
8.411 ,261.0 ,862 ,425 
8.453 ,261.1 ,867 ,425 
7.915 ,261.0 ,878 ,425 
8.549 ,261.0 ,878 ,425 
7.740 ,261.0 ,890 ,425 
7.646 ,261.0 ,866 ,425 
8.042 ,261.1 ,887 ,420 
7.792 ,261.1 ,902 ,420 
7.832 ,261.7 ,917 ,420 
7.670 ,261.1 ,964 ,420 
7.589 ,261.0 ,988 ,420 
7.516 ,261.0 ,1000 ,420 
7.858 ,261.0 ,684 ,425 
8.023 ,261.0 ,688 ,425 
7.885 ,261.2 ,702 ,425 
8.048 ,261.2 ,700 ,425 
7.884 ,261.7 ,640 ,415 
8.041 ,261.5 ,640 ,415 
8.131 ,261.5 ,640 ,415 
8.103 ,261.5 ,640 ,415 
7.639 ,260.8 ,715 ,430 
7.743 ,261.0 ,716 ,430 
7.582 ,260.8 ,732 ,430 
7.626 ,261.0 ,740 ,430 
7.522 ,261.0 ,744 ,430 
7.701 ,261.0 ,749 ,430 
7.861 ,261.0 ,740 ,430 
7.767 ,260.9 ,765 ,430 
8.327 ,261.0 ,762 ,430 
7.945 ,261.0 ,765 ,430 
7.855 ,261.0 ,762 ,425 
8.494 ,261.1 ,800 ,420 
7.965 ,261.0 ,860 ,425 
8.241 ,261.0 ,875 ,435 
7.819 ,261.0 ,887 ,435 
7.766 ,261.3 ,916 ,435 
7.663 ,261.2 ,930 ,435 
7.775 ,261.4 ,953 ,435 
7.786 ,261.4 ,962 ,435 
7.655 ,261.2 ,964 ,435 
7.996 ,261.2 ,990 ,435 
7.823 ,261.2 ,990 ,435 
7.975 ,261.1 ,1009 ,435 
7.564 ,261.0 ,1030 ,435 
7.804 ,261.4 ,550 ,405 
8.068 ,261.4 ,551 ,405 
8.042 ,261.4 ,574 ,405 
7.745 ,261.5 ,580 ,405 
7.812 ,261.4 ,600 ,405 
7.644 ,261.2 ,610 ,415 
7.974 ,261.2 ,623 ,415 
7.845 ,261.2 ,640 ,420 
7.709 ,261.5 ,650 ,420 
7.892 ,261.5 ,650 ,420 
7.542 ,261.5 ,680 ,425 
7.972 ,261.2 ,630 ,420 
7.902 ,261.0 ,639 ,420 
7.555 ,260.8 ,637 ,420 
7.899 ,260.7 ,637 ,415 
8.339 ,261.0 ,645 ,415 
7.984 ,260.9 ,660 ,415 
7.991 ,260.9 ,665 ,415 
8.142 ,260.9 ,665 ,415 
7.994 ,259.0 ,625 ,410 
7.976 ,259.4 ,726 ,425 
7.835 ,259.4 ,740 ,425 
8.069 ,259.2 ,743 ,425 
8.320 ,259.2 ,743 ,425 
8.358 ,259.2 ,756 ,430 
8.486 ,259.2 ,756 ,430 
7.719 ,259.3 ,745 ,430 
8.513 ,259.5 ,732 ,430 
7.769 ,259.3 ,744 ,430 
8.031 ,259.1 ,747 ,430 
8.148 ,259.1 ,750 ,430 
7.677 ,259.2 ,757 ,430 
7.808 ,259.0 ,759 ,430 
8.055 ,259.0 ,756 ,430 
7.887 ,259.0 ,756 ,430 
8.101 ,259.0 ,757 ,430 
8.682 ,259.1 ,764 ,430 
7.835 ,259.0 ,770 ,430 
8.206 ,259.0 ,771 ,430 
7.752 ,259.0 ,767 ,430 
7.918 ,259.2 ,785 ,430 
8.493 ,259.2 ,790 ,430 
8.032 ,259.3 ,787 ,430 
7.898 ,259.3 ,783 ,430 
7.793 ,259.3 ,790 ,430 
7.785 ,259.3 ,796 ,430 
8.516 ,259.3 ,797 ,430 
7.737 ,259.4 ,790 ,430 
7.891 ,259.2 ,796 ,430 
8.108 ,259.2 ,780 ,430 
8.026 ,259.2 ,788 ,430 
8.405 ,259.2 ,816 ,430 
8.117 ,259.3 ,813 ,430 
8.035 ,259.0 ,813 ,430 
7.966 ,259.2 ,833 ,430 
8.175 ,259.0 ,840 ,430 
8.193 ,259.0 ,842 ,430 
7.821 ,259.0 ,851 ,430 
7.884 ,259.3 ,832 ,430 
8.327 ,259.2 ,823 ,430 
7.774 ,259.2 ,832 ,430 
7.707 ,259.1 ,820 ,430 
7.597 ,259.2 ,821 ,430 
8.009 ,259.3 ,816 ,430 
8.170 ,259.3 ,820 ,430 
8.045 ,259.4 ,822 ,430 
8.062 ,259.5 ,820 ,430 
8.016 ,259.3 ,820 ,430 
7.828 ,259.3 ,810 ,430 
7.783 ,259.2 ,824 ,430 
8.477 ,259.2 ,833 ,430 
8.162 ,259.2 ,840 ,430 
8.329 ,259.4 ,828 ,430 
7.628 ,259.0 ,838 ,430 
8.067 ,259.2 ,852 ,430 
7.788 ,259.2 ,818 ,420 
7.845 ,259.2 ,837 ,420 
8.236 ,259.3 ,848 ,420 
7.958 ,259.2 ,888 ,420 
7.864 ,259.1 ,894 ,420 
8.303 ,259.1 ,908 ,420 
7.910 ,259.2 ,910 ,420 
8.251 ,259.3 ,907 ,420 
7.848 ,259.3 ,940 ,420 
7.613 ,259.3 ,940 ,420 
7.850 ,259.3 ,941 ,420 
7.671 ,259.3 ,1006 ,420 
8.042 ,259.2 ,1021 ,410 
8.150 ,259.0 ,1168 ,410 
7.807 ,259.2 ,1210 ,410 
8.281 ,259.2 ,1210 ,410 
7.958 ,259.1 ,1258 ,415 
7.912 ,258.9 ,702 ,420 
7.717 ,258.9 ,730 ,430 
7.869 ,259.7 ,693 ,430 
8.059 ,259.8 ,693 ,430 
8.503 ,259.8 ,698 ,430 
8.301 ,259.8 ,710 ,430 
8.286 ,259.8 ,720 ,430 
8.370 ,259.8 ,721 ,435 
7.747 ,259.8 ,728 ,435 
7.890 ,259.8 ,733 ,435 
8.040 ,259.8 ,734 ,435 
7.872 ,260.0 ,735 ,435 
8.250 ,260.0 ,815 ,435 
8.202 ,257.0 ,857 ,440 
7.769 ,256.8 ,885 ,450 
7.563 ,256.8 ,902 ,450 
8.667 ,256.7 ,918 ,450 
8.208 ,257.0 ,920 ,460 
7.788 ,256.9 ,901 ,460 
7.798 ,257.0 ,905 ,460 
8.339 ,257.0 ,917 ,460 
7.606 ,257.0 ,928 ,460 
8.181 ,256.7 ,939 ,460 
7.753 ,257.5 ,936 ,460 
7.989 ,256.9 ,936 ,460 
8.452 ,256.8 ,956 ,460 
8.087 ,256.8 ,969 ,460 
7.818 ,256.9 ,956 ,460 
7.974 ,256.8 ,961 ,460 
7.945 ,256.9 ,1010 ,460 
7.769 ,256.9 ,1030 ,460 
7.537 ,257.0 ,1102 ,460 
7.577 ,257.0 ,1159 ,460 
7.637 ,256.9 ,1238 ,460 
7.544 ,256.9 ,850 ,455 
7.832 ,256.8 ,853 ,455 
7.938 ,256.9 ,882 ,455 
7.797 ,256.9 ,885 ,455 
8.093 ,256.9 ,903 ,455 
7.667 ,256.8 ,920 ,455 
7.632 ,256.9 ,933 ,455 
7.795 ,256.9 ,949 ,455 
7.707 ,256.9 ,960 ,455 
7.703 ,256.9 ,972 ,450 
7.608 ,256.9 ,990 ,450 
7.885 ,256.9 ,999 ,450 
8.003 ,256.9 ,1012 ,450 
7.825 ,256.9 ,1028 ,450 
8.076 ,256.9 ,1040 ,450 
7.710 ,257.0 ,1070 ,450 
8.010 ,257.0 ,840 ,465 
7.535 ,256.8 ,870 ,465 
7.713 ,256.9 ,878 ,465 
7.783 ,256.8 ,913 ,465 
8.050 ,256.9 ,935 ,460 
7.612 ,256.9 ,941 ,460 
7.804 ,256.9 ,974 ,460 
7.554 ,256.9 ,984 ,460 
7.903 ,256.9 ,988 ,460 
7.582 ,257.0 ,994 ,460 
7.897 ,256.9 ,1019 ,460 
7.976 ,259.1 ,981 ,445 
8.047 ,259.0 ,991 ,445 
7.696 ,259.1 ,995 ,445 
7.741 ,260.0 ,995 ,450 
7.578 ,260.0 ,990 ,450 
7.594 ,260.0 ,730 ,450 
7.656 ,260.0 ,757 ,445 
7.518 ,260.1 ,781 ,445 
7.601 ,260.0 ,790 ,445 
7.519 ,260.1 ,799 ,445 
7.844 ,260.0 ,817 ,445 
7.832 ,260.0 ,820 ,445 
7.757 ,260.0 ,820 ,445 
7.700 ,260.0 ,831 ,445 
7.690 ,260.0 ,842 ,445 
8.161 ,260.0 ,843 ,445 
7.768 ,260.0 ,845 ,445 
7.707 ,260.0 ,845 ,445 
7.644 ,260.0 ,840 ,445 
8.896 ,260.0 ,1000 ,445 
7.726 ,260.0 ,1000 ,480 
7.684 ,262.0 ,960 ,475 
7.575 ,262.0 ,963 ,475 
7.503 ,261.9 ,950 ,475 
7.714 ,261.9 ,945 ,475 
7.815 ,262.0 ,947 ,475 
7.597 ,262.0 ,933 ,475 
7.745 ,262.0 ,934 ,475 
7.609 ,262.0 ,933 ,475 
7.839 ,262.0 ,937 ,475 
7.731 ,262.1 ,924 ,475 
7.803 ,262.0 ,910 ,465 
8.019 ,262.0 ,906 ,465 
7.869 ,262.0 ,906 ,465 
7.530 ,262.0 ,902 ,465 
7.696 ,262.0 ,900 ,465 
7.922 ,262.3 ,1060 ,460 
7.755 ,262.2 ,1118 ,455 
8.363 ,262.6 ,1143 ,455 
8.006 ,262.5 ,1122 ,445 
8.012 ,262.4 ,1154 ,445 
7.768 ,262.4 ,1155 ,445 
7.772 ,262.5 ,1170 ,445 
8.301 ,262.4 ,1162 ,445 
7.849 ,261.1 ,1120 ,465 
7.775 ,261.2 ,1147 ,465 
7.556 ,261.6 ,1190 ,465 
7.709 ,261.3 ,1205 ,465 
7.757 ,261.2 ,1230 ,465 
7.665 ,261.4 ,1240 ,465 
7.557 ,261.5 ,1242 ,465 
7.540 ,261.4 ,1255 ,465 
8.075 ,261.4 ,1262 ,465 
7.684 ,261.3 ,1275 ,465 
8.078 ,261.3 ,1275 ,465 
8.045 ,261.3 ,1298 ,465 
8.502 ,261.3 ,1320 ,465 
7.589 ,261.3 ,1318 ,465 
7.606 ,261.4 ,1327 ,465 
7.858 ,261.4 ,1339 ,465 
7.900 ,261.4 ,1343 ,465 
8.150 ,261.5 ,1340 ,465 
7.871 ,261.4 ,1350 ,465 
7.571 ,261.4 ,1355 ,465 
7.696 ,261.5 ,1355 ,465 
7.833 ,261.5 ,1360 ,465 
8.066 ,261.4 ,1372 ,465 
7.596 ,261.3 ,1390 ,465 
7.683 ,261.4 ,1381 ,465 
8.027 ,261.4 ,1378 ,465 
8.002 ,261.4 ,1500 ,475 
7.764 ,261.4 ,1555 ,475 
7.792 ,261.5 ,1586 ,475 
7.923 ,261.4 ,1655 ,475 
7.916 ,261.3 ,1695 ,475 
8.004 ,261.5 ,1799 ,480 
7.786 ,261.5 ,1800 ,480 
8.017 ,261.3 ,1155 ,475 
7.933 ,261.4 ,1155 ,475 
7.626 ,261.3 ,1160 ,475 
7.992 ,261.2 ,1156 ,475 
7.776 ,261.3 ,1166 ,475 
7.977 ,261.2 ,1175 ,475 
7.592 ,261.3 ,1173 ,475 
7.853 ,261.4 ,1184 ,475 
7.588 ,261.3 ,1190 ,470 
7.599 ,261.4 ,1196 ,470 
7.690 ,261.4 ,1202 ,470 
7.728 ,261.2 ,1210 ,470 
7.799 ,261.3 ,1208 ,470 
7.752 ,261.4 ,1210 ,470 
8.118 ,261.4 ,1226 ,470 
7.948 ,261.4 ,1228 ,470 
7.688 ,261.4 ,1232 ,470 
7.830 ,261.4 ,1234 ,470 
7.762 ,261.2 ,1254 ,470 
7.965 ,261.3 ,1262 ,470 
8.580 ,261.3 ,1300 ,475 
8.020 ,261.4 ,1310 ,475 
7.967 ,261.3 ,1316 ,475 
7.907 ,261.5 ,1317 ,475 
7.767 ,261.5 ,1326 ,475 
7.796 ,261.6 ,1346 ,475 
7.710 ,261.6 ,1345 ,475 
7.927 ,261.5 ,1357 ,475 
7.654 ,261.5 ,1370 ,475 
8.013 ,261.5 ,1375 ,475 
8.130 ,261.5 ,1380 ,475 
7.965 ,261.3 ,1388 ,475 
8.250 ,261.5 ,1400 ,475 
8.232 ,261.4 ,1411 ,475 
7.953 ,261.4 ,1404 ,475 
7.914 ,262.5 ,1133 ,460 
7.699 ,262.5 ,1187 ,460 
7.722 ,262.6 ,1232 ,460 
7.628 ,262.6 ,1267 ,460 
7.644 ,262.6 ,1268 ,460 
8.012 ,262.5 ,1321 ,460 
8.336 ,262.7 ,1350 ,470 
7.714 ,262.7 ,1358 ,470 
7.712 ,262.6 ,1340 ,470 
7.752 ,262.5 ,1351 ,470 
7.588 ,262.5 ,1350 ,470 
8.087 ,262.6 ,1375 ,470 
7.865 ,262.5 ,1380 ,470 
7.779 ,262.5 ,1394 ,470 
7.539 ,262.6 ,1410 ,475 
7.622 ,262.6 ,1415 ,475 
7.903 ,263.5 ,1093 ,470 
7.870 ,263.5 ,1090 ,470 
8.132 ,263.5 ,1109 ,470 
7.823 ,263.5 ,1111 ,470 
7.960 ,263.5 ,1120 ,470 
7.766 ,263.4 ,1008 ,450 
8.160 ,263.4 ,997 ,445 
8.503 ,263.6 ,990 ,445 
8.291 ,263.6 ,998 ,445 
7.862 ,263.6 ,1000 ,445 
7.838 ,263.7 ,1007 ,445 
7.946 ,263.7 ,1012 ,445 
8.028 ,263.7 ,1010 ,445 
8.155 ,263.7 ,1000 ,445 
8.078 ,263.7 ,1000 ,445 
7.717 ,263.7 ,1006 ,445 
8.114 ,263.7 ,1005 ,445 
7.659 ,263.7 ,1037 ,445 
8.262 ,263.8 ,1060 ,450 
8.120 ,263.6 ,1062 ,450 
8.035 ,263.7 ,1062 ,450 
7.554 ,263.7 ,1065 ,450 
7.709 ,263.7 ,1070 ,450 
7.981 ,263.6 ,1063 ,450 
8.344 ,263.6 ,1057 ,450 
8.179 ,263.6 ,1057 ,450 
7.687 ,263.6 ,1060 ,450 
7.867 ,263.5 ,1060 ,450 
7.714 ,263.4 ,1058 ,450 
7.711 ,263.6 ,1029 ,435 
8.326 ,263.6 ,1039 ,435 
7.536 ,263.8 ,1030 ,435 
7.939 ,263.6 ,1028 ,435 
8.505 ,263.6 ,1036 ,435 
7.625 ,263.6 ,1021 ,435 
8.415 ,263.6 ,1028 ,435 
7.753 ,263.7 ,1041 ,435 
8.340 ,263.7 ,1029 ,435 
8.427 ,263.7 ,1034 ,435 
7.884 ,263.7 ,1030 ,435 
7.865 ,263.5 ,1031 ,435 
8.794 ,263.5 ,1077 ,435 
8.438 ,263.5 ,1074 ,440 
8.264 ,263.6 ,1070 ,440 
8.064 ,263.5 ,1066 ,440 
8.182 ,263.5 ,1079 ,440 
8.146 ,263.6 ,1074 ,440 
8.226 ,263.6 ,1082 ,440 
7.772 ,263.7 ,1077 ,440 
7.672 ,263.7 ,1081 ,440 
7.912 ,263.7 ,1084 ,440 
8.099 ,263.7 ,1086 ,440 
8.180 ,263.7 ,1080 ,440 
8.180 ,263.5 ,1144 ,440 
7.966 ,263.6 ,1152 ,455 
7.836 ,263.6 ,1143 ,455 
7.551 ,263.6 ,1148 ,455 
7.894 ,263.5 ,1159 ,455 
7.994 ,263.5 ,1160 ,455 
8.024 ,263.5 ,1154 ,455 
8.265 ,263.5 ,1150 ,455 
7.545 ,263.7 ,1140 ,455 
7.884 ,263.7 ,1140 ,450 
7.872 ,263.5 ,1140 ,450 
7.870 ,263.5 ,1142 ,450 
7.664 ,263.4 ,1140 ,450 
7.695 ,263.5 ,1130 ,450 
7.556 ,263.6 ,1130 ,450 
8.104 ,263.5 ,1133 ,450 
8.016 ,263.6 ,1137 ,450 
7.813 ,263.6 ,1130 ,450 
8.489 ,263.7 ,1135 ,450 
8.043 ,263.4 ,1132 ,450 
8.166 ,263.4 ,1136 ,450 
8.479 ,263.4 ,1102 ,455 
7.680 ,263.6 ,1155 ,455 
7.674 ,263.6 ,1220 ,465 
7.614 ,263.7 ,1236 ,465 
7.707 ,263.7 ,1265 ,465 
7.936 ,264.0 ,1289 ,465 
7.585 ,263.6 ,1310 ,470 
7.996 ,263.7 ,1316 ,470 
8.383 ,263.7 ,1320 ,470 
7.997 ,263.6 ,1327 ,470 
8.066 ,263.6 ,1326 ,470 
7.980 ,263.6 ,1346 ,470 
7.929 ,263.8 ,1352 ,470 
7.773 ,263.9 ,1382 ,470 
7.503 ,263.8 ,1393 ,470 
7.554 ,263.9 ,1382 ,470 
7.504 ,263.7 ,1373 ,470 
8.054 ,263.9 ,1372 ,470 
7.924 ,263.8 ,1424 ,470 
8.068 ,263.5 ,1489 ,470 
7.614 ,263.6 ,1533 ,470 
7.637 ,263.6 ,1542 ,470 
7.505 ,263.3 ,1542 ,470 
7.649 ,263.7 ,1520 ,460 
8.397 ,263.5 ,1155 ,460 
8.018 ,263.7 ,1139 ,460 
7.602 ,263.8 ,1133 ,460 
7.945 ,263.8 ,1130 ,460 
8.332 ,263.8 ,1138 ,460 
7.772 ,263.7 ,1144 ,460 
7.750 ,263.7 ,1136 ,460 
7.643 ,263.8 ,1143 ,460 
7.559 ,263.6 ,1135 ,460 
7.642 ,263.8 ,1162 ,460 
7.964 ,263.7 ,1179 ,460 
8.075 ,263.8 ,1163 ,455 
8.042 ,263.8 ,1158 ,455 
7.792 ,263.9 ,1156 ,455 
8.001 ,263.8 ,1162 ,455 
7.748 ,263.7 ,1160 ,455 
7.766 ,263.8 ,1161 ,455 
7.988 ,263.7 ,1163 ,455 
7.717 ,263.7 ,1162 ,455 
8.052 ,263.7 ,1163 ,455 
8.130 ,263.6 ,1157 ,455 
7.648 ,263.7 ,1154 ,455 
7.870 ,263.8 ,1210 ,470 
7.783 ,263.7 ,1220 ,470 
8.075 ,263.6 ,1213 ,470 
7.980 ,263.6 ,1222 ,470 
7.778 ,263.9 ,1228 ,470 
7.743 ,263.7 ,1239 ,470 
7.703 ,263.7 ,1240 ,470 
7.724 ,263.8 ,1214 ,470 
7.934 ,263.8 ,1221 ,470 
8.212 ,263.4 ,1238 ,465 
7.816 ,263.8 ,1238 ,465 
8.271 ,263.8 ,1238 ,465 
8.147 ,263.9 ,1232 ,465 
7.786 ,263.9 ,1239 ,465 
8.052 ,263.7 ,1307 ,465 
7.899 ,263.8 ,1302 ,465 
8.008 ,263.7 ,1300 ,465 
7.679 ,263.8 ,1300 ,465 
7.769 ,263.7 ,1303 ,465 
8.038 ,263.7 ,1300 ,465 
7.677 ,263.5 ,1305 ,465 
8.569 ,263.7 ,1315 ,465 
8.201 ,263.7 ,1289 ,465 
7.948 ,263.7 ,1294 ,465 
7.920 ,263.6 ,1247 ,460 
7.938 ,263.8 ,1258 ,460 
8.111 ,263.7 ,1250 ,460 
